user,session,session_pitch,session_mass_kg,session_height_m,age_yrs,playing_level,pitch_speed_mph,filename_new,modelname_new
1620,2861,2861_3,82.5552,1.7526,19.33,college,87.6,001620_002861_69_182_007_FF_876.c3d,001620_002861_model.c3d
1620,2861,2861_4,82.5552,1.7526,19.33,college,88.9,001620_002861_69_182_008_FF_889.c3d,001620_002861_model.c3d
1620,2861,2861_5,82.5552,1.7526,19.33,college,87.8,001620_002861_69_182_009_FF_878.c3d,001620_002861_model.c3d
1624,2865,2865_1,87.5448,1.8796,21.25,college,85.9,001624_002865_74_193_002_FF_859.c3d,001624_002865_model.c3d
1624,2865,2865_2,87.5448,1.8796,21.25,college,86.0,001624_002865_74_193_003_FF_860.c3d,001624_002865_model.c3d
1624,2865,2865_3,87.5448,1.8796,21.25,college,85.8,001624_002865_74_193_004_FF_858.c3d,001624_002865_model.c3d
1624,2865,2865_4,87.5448,1.8796,21.25,college,85.1,001624_002865_74_193_005_FF_851.c3d,001624_002865_model.c3d
1624,2865,2865_5,87.5448,1.8796,21.25,college,85.1,001624_002865_74_193_006_FF_851.c3d,001624_002865_model.c3d
1630,2882,2882_1,88.9056,1.8542,22.52,college,87.8,001630_002882_73_196_004_FF_878.c3d,001630_002882_model.c3d
1630,2882,2882_2,88.9056,1.8542,22.52,college,84.9,001630_002882_73_196_005_FF_849.c3d,001630_002882_model.c3d
1630,2882,2882_4,88.9056,1.8542,22.52,college,84.1,001630_002882_73_196_007_FF_841.c3d,001630_002882_model.c3d
1630,2882,2882_5,88.9056,1.8542,22.52,college,83.4,001630_002882_73_196_008_FF_834.c3d,001630_002882_model.c3d
1547,2889,2889_1,111.132,1.8542,21.75,college,79.5,001547_002889_73_245_001_FF_795.c3d,001547_002889_model.c3d
1547,2889,2889_2,111.132,1.8542,21.75,college,79.8,001547_002889_73_245_002_FF_798.c3d,001547_002889_model.c3d
1547,2889,2889_3,111.132,1.8542,21.75,college,78.4,001547_002889_73_245_004_FF_784.c3d,001547_002889_model.c3d
1547,2889,2889_4,111.132,1.8542,21.75,college,78.6,001547_002889_73_245_005_FF_786.c3d,001547_002889_model.c3d
1547,2889,2889_5,111.132,1.8542,21.75,college,79.4,001547_002889_73_245_008_FF_794.c3d,001547_002889_model.c3d
1633,2891,2891_1,113.8536,1.8796,27.46,milb,87.3,001633_002891_74_251_009_FF_873.c3d,001633_002891_model.c3d
1633,2891,2891_2,113.8536,1.8796,27.46,milb,87.2,001633_002891_74_251_010_FF_872.c3d,001633_002891_model.c3d
1633,2891,2891_3,113.8536,1.8796,27.46,milb,86.9,001633_002891_74_251_011_FF_869.c3d,001633_002891_model.c3d
1633,2891,2891_4,113.8536,1.8796,27.46,milb,87.9,001633_002891_74_251_012_FF_879.c3d,001633_002891_model.c3d
1633,2891,2891_5,113.8536,1.8796,27.46,milb,87.9,001633_002891_74_251_013_FF_879.c3d,001633_002891_model.c3d
1636,2905,2905_1,99.3384,1.8796,19.26,college,88.0,001636_002905_74_219_002_FF_880.c3d,001636_002905_model.c3d
1636,2905,2905_2,99.3384,1.8796,19.26,college,87.8,001636_002905_74_219_003_FF_878.c3d,001636_002905_model.c3d
1636,2905,2905_3,99.3384,1.8796,19.26,college,88.4,001636_002905_74_219_006_FF_884.c3d,001636_002905_model.c3d
1636,2905,2905_4,99.3384,1.8796,19.26,college,88.3,001636_002905_74_219_007_FF_883.c3d,001636_002905_model.c3d
1636,2905,2905_5,99.3384,1.8796,19.26,college,87.6,001636_002905_74_219_008_FF_876.c3d,001636_002905_model.c3d
1029,2907,2907_1,82.5552,1.8542,19.96,college,78.8,001029_002907_73_182_002_FF_788.c3d,001029_002907_model.c3d
1029,2907,2907_2,82.5552,1.8542,19.96,college,79.1,001029_002907_73_182_004_FF_791.c3d,001029_002907_model.c3d
1029,2907,2907_3,82.5552,1.8542,19.96,college,79.6,001029_002907_73_182_006_FF_796.c3d,001029_002907_model.c3d
1029,2907,2907_4,82.5552,1.8542,19.96,college,78.8,001029_002907_73_182_008_FF_788.c3d,001029_002907_model.c3d
1029,2907,2907_5,82.5552,1.8542,19.96,college,79.4,001029_002907_73_182_009_FF_794.c3d,001029_002907_model.c3d
1596,2916,2916_1,86.6376,1.8542,20.26,college,93.5,001596_002916_73_191_008_FF_935.c3d,001596_002916_model.c3d
1596,2916,2916_2,86.6376,1.8542,20.26,college,93.0,001596_002916_73_191_010_FF_930.c3d,001596_002916_model.c3d
1596,2916,2916_3,86.6376,1.8542,20.26,college,94.2,001596_002916_73_191_011_FF_942.c3d,001596_002916_model.c3d
1596,2916,2916_4,86.6376,1.8542,20.26,college,94.4,001596_002916_73_191_012_FF_944.c3d,001596_002916_model.c3d
1596,2916,2916_5,86.6376,1.8542,20.26,college,94.0,001596_002916_73_191_013_FF_940.c3d,001596_002916_model.c3d
1637,2918,2918_1,100.2456,1.8796,25.04,independent,89.1,001637_002918_74_221_003_FF_891.c3d,001637_002918_model.c3d
1637,2918,2918_2,100.2456,1.8796,25.04,independent,90.4,001637_002918_74_221_004_FF_904.c3d,001637_002918_model.c3d
1637,2918,2918_3,100.2456,1.8796,25.04,independent,89.8,001637_002918_74_221_005_FF_898.c3d,001637_002918_model.c3d
1637,2918,2918_4,100.2456,1.8796,25.04,independent,90.3,001637_002918_74_221_006_FF_903.c3d,001637_002918_model.c3d
1637,2918,2918_5,100.2456,1.8796,25.04,independent,89.3,001637_002918_74_221_007_FF_893.c3d,001637_002918_model.c3d
917,2919,2919_1,84.8232,1.905,18.8,college,82.5,000917_002919_75_187_001_FF_825.c3d,000917_002919_model.c3d
917,2919,2919_2,84.8232,1.905,18.8,college,82.6,000917_002919_75_187_002_FF_826.c3d,000917_002919_model.c3d
917,2919,2919_3,84.8232,1.905,18.8,college,84.0,000917_002919_75_187_004_FF_840.c3d,000917_002919_model.c3d
917,2919,2919_4,84.8232,1.905,18.8,college,82.6,000917_002919_75_187_005_FF_826.c3d,000917_002919_model.c3d
917,2919,2919_5,84.8232,1.905,18.8,college,82.6,000917_002919_75_187_008_FF_826.c3d,000917_002919_model.c3d
1641,2923,2923_1,73.4832,1.778,20.09,college,78.9,001641_002923_70_162_001_FF_789.c3d,001641_002923_model.c3d
1641,2923,2923_2,73.4832,1.778,20.09,college,76.4,001641_002923_70_162_004_FF_764.c3d,001641_002923_model.c3d
1641,2923,2923_3,73.4832,1.778,20.09,college,76.9,001641_002923_70_162_005_FF_769.c3d,001641_002923_model.c3d
1641,2923,2923_4,73.4832,1.778,20.09,college,76.3,001641_002923_70_162_007_FF_763.c3d,001641_002923_model.c3d
1641,2923,2923_5,73.4832,1.778,20.09,college,76.3,001641_002923_70_162_008_FF_763.c3d,001641_002923_model.c3d
1644,2926,2926_1,80.7408,1.7018,20.96,college,83.4,001644_002926_67_178_001_FF_834.c3d,001644_002926_model.c3d
1644,2926,2926_2,80.7408,1.7018,20.96,college,84.1,001644_002926_67_178_002_FF_841.c3d,001644_002926_model.c3d
1644,2926,2926_4,80.7408,1.7018,20.96,college,83.4,001644_002926_67_178_004_FF_834.c3d,001644_002926_model.c3d
1644,2926,2926_5,80.7408,1.7018,20.96,college,82.9,001644_002926_67_178_005_FF_829.c3d,001644_002926_model.c3d
1587,2927,2927_1,79.8336,1.8796,20.61,college,86.8,001587_002927_74_176_001_FF_868.c3d,001587_002927_model.c3d
1587,2927,2927_2,79.8336,1.8796,20.61,college,87.8,001587_002927_74_176_004_FF_878.c3d,001587_002927_model.c3d
1587,2927,2927_3,79.8336,1.8796,20.61,college,87.1,001587_002927_74_176_006_FF_871.c3d,001587_002927_model.c3d
1587,2927,2927_4,79.8336,1.8796,20.61,college,86.8,001587_002927_74_176_008_FF_868.c3d,001587_002927_model.c3d
1587,2927,2927_5,79.8336,1.8796,20.61,college,86.9,001587_002927_74_176_011_FF_869.c3d,001587_002927_model.c3d
1621,2935,2935_1,90.72,1.9812,20.97,college,92.1,001621_002935_78_200_002_FF_921.c3d,001621_002935_model.c3d
1621,2935,2935_2,90.72,1.9812,20.97,college,93.1,001621_002935_78_200_003_FF_931.c3d,001621_002935_model.c3d
1621,2935,2935_3,90.72,1.9812,20.97,college,92.8,001621_002935_78_200_005_FF_928.c3d,001621_002935_model.c3d
1621,2935,2935_4,90.72,1.9812,20.97,college,92.6,001621_002935_78_200_006_FF_926.c3d,001621_002935_model.c3d
1621,2935,2935_5,90.72,1.9812,20.97,college,92.1,001621_002935_78_200_007_FF_921.c3d,001621_002935_model.c3d
1615,2965,2965_1,87.0912,1.8542,19.37,college,85.7,001615_002965_73_192_001_FF_857.c3d,001615_002965_model.c3d
1615,2965,2965_2,87.0912,1.8542,19.37,college,86.6,001615_002965_73_192_002_FF_866.c3d,001615_002965_model.c3d
1615,2965,2965_3,87.0912,1.8542,19.37,college,86.4,001615_002965_73_192_004_FF_864.c3d,001615_002965_model.c3d
1615,2965,2965_4,87.0912,1.8542,19.37,college,85.4,001615_002965_73_192_005_FF_854.c3d,001615_002965_model.c3d
1615,2965,2965_5,87.0912,1.8542,19.37,college,86.7,001615_002965_73_192_010_FF_867.c3d,001615_002965_model.c3d
822,2969,2969_1,104.7816,1.905,23.95,independent,90.4,000822_002969_75_231_001_FF_904.c3d,000822_002969_model.c3d
822,2969,2969_2,104.7816,1.905,23.95,independent,89.8,000822_002969_75_231_005_FF_898.c3d,000822_002969_model.c3d
822,2969,2969_3,104.7816,1.905,23.95,independent,88.6,000822_002969_75_231_006_FF_886.c3d,000822_002969_model.c3d
1663,2979,2979_1,101.6064,2.0066,20.83,college,85.2,001663_002979_79_224_001_FF_852.c3d,001663_002979_model.c3d
1663,2979,2979_2,101.6064,2.0066,20.83,college,84.9,001663_002979_79_224_002_FF_849.c3d,001663_002979_model.c3d
1663,2979,2979_3,101.6064,2.0066,20.83,college,82.6,001663_002979_79_224_003_FF_826.c3d,001663_002979_model.c3d
1663,2979,2979_4,101.6064,2.0066,20.83,college,83.3,001663_002979_79_224_006_FF_833.c3d,001663_002979_model.c3d
1663,2979,2979_5,101.6064,2.0066,20.83,college,83.6,001663_002979_79_224_009_FF_836.c3d,001663_002979_model.c3d
1607,2981,2981_1,85.7304,1.8542,19.08,college,82.5,001607_002981_73_189_001_FF_825.c3d,001607_002981_model.c3d
1607,2981,2981_2,85.7304,1.8542,19.08,college,82.5,001607_002981_73_189_003_FF_825.c3d,001607_002981_model.c3d
1607,2981,2981_3,85.7304,1.8542,19.08,college,82.5,001607_002981_73_189_006_FF_825.c3d,001607_002981_model.c3d
1607,2981,2981_4,85.7304,1.8542,19.08,college,83.8,001607_002981_73_189_007_FF_838.c3d,001607_002981_model.c3d
1540,2989,2989_1,83.916,1.8034,20.61,college,80.5,001540_002989_71_185_001_FF_805.c3d,001540_002989_model.c3d
1540,2989,2989_2,83.916,1.8034,20.61,college,80.9,001540_002989_71_185_009_FF_809.c3d,001540_002989_model.c3d
1540,2989,2989_3,83.916,1.8034,20.61,college,80.8,001540_002989_71_185_010_FF_808.c3d,001540_002989_model.c3d
1540,2989,2989_4,83.916,1.8034,20.61,college,81.4,001540_002989_71_185_012_FF_814.c3d,001540_002989_model.c3d
1540,2989,2989_5,83.916,1.8034,20.61,college,81.2,001540_002989_71_185_013_FF_812.c3d,001540_002989_model.c3d
787,2990,2990_2,83.0088,1.8542,21.62,college,81.8,000787_002990_73_183_004_FF_818.c3d,000787_002990_model.c3d
787,2990,2990_3,83.0088,1.8542,21.62,college,81.6,000787_002990_73_183_009_FF_816.c3d,000787_002990_model.c3d
787,2990,2990_4,83.0088,1.8542,21.62,college,81.4,000787_002990_73_183_010_FF_814.c3d,000787_002990_model.c3d
787,2990,2990_5,83.0088,1.8542,21.62,college,81.4,000787_002990_73_183_011_FF_814.c3d,000787_002990_model.c3d
1667,2993,2993_1,97.0704,1.8542,22.62,college,91.3,001667_002993_73_214_004_FF_913.c3d,001667_002993_model.c3d
1667,2993,2993_2,97.0704,1.8542,22.62,college,90.9,001667_002993_73_214_005_FF_909.c3d,001667_002993_model.c3d
1667,2993,2993_3,97.0704,1.8542,22.62,college,91.6,001667_002993_73_214_006_FF_916.c3d,001667_002993_model.c3d
1667,2993,2993_4,97.0704,1.8542,22.62,college,90.6,001667_002993_73_214_009_FF_906.c3d,001667_002993_model.c3d
72,2996,2996_1,103.8744,1.9304,23.62,milb,88.9,000072_002996_76_229_001_FF_889.c3d,000072_002996_model.c3d
72,2996,2996_2,103.8744,1.9304,23.62,milb,89.4,000072_002996_76_229_005_FF_894.c3d,000072_002996_model.c3d
72,2996,2996_3,103.8744,1.9304,23.62,milb,88.7,000072_002996_76_229_006_FF_887.c3d,000072_002996_model.c3d
72,2996,2996_4,103.8744,1.9304,23.62,milb,86.3,000072_002996_76_229_007_FF_863.c3d,000072_002996_model.c3d
1632,2999,2999_1,96.1632,1.9304,18.13,high_school,84.1,001632_002999_76_212_001_FF_841.c3d,001632_002999_model.c3d
1632,2999,2999_2,96.1632,1.9304,18.13,high_school,84.3,001632_002999_76_212_002_FF_843.c3d,001632_002999_model.c3d
1632,2999,2999_3,96.1632,1.9304,18.13,high_school,84.4,001632_002999_76_212_004_FF_844.c3d,001632_002999_model.c3d
1632,2999,2999_4,96.1632,1.9304,18.13,high_school,83.4,001632_002999_76_212_005_FF_834.c3d,001632_002999_model.c3d
1632,2999,2999_5,96.1632,1.9304,18.13,high_school,83.8,001632_002999_76_212_007_FF_838.c3d,001632_002999_model.c3d
2,3034,3034_1,93.8952,1.8542,20.05,college,80.9,000002_003034_73_207_002_FF_809.c3d,000002_003034_model.c3d
2,3034,3034_2,93.8952,1.8542,20.05,college,81.4,000002_003034_73_207_005_FF_814.c3d,000002_003034_model.c3d
2,3034,3034_3,93.8952,1.8542,20.05,college,80.3,000002_003034_73_207_006_FF_803.c3d,000002_003034_model.c3d
2,3034,3034_4,93.8952,1.8542,20.05,college,79.8,000002_003034_73_207_008_FF_798.c3d,000002_003034_model.c3d
2,3034,3034_5,93.8952,1.8542,20.05,college,79.9,000002_003034_73_207_011_FF_799.c3d,000002_003034_model.c3d
1539,3035,3035_1,92.5344,1.7526,19.18,college,86.9,001539_003035_69_204_002_FF_869.c3d,001539_003035_model.c3d
1539,3035,3035_2,92.5344,1.7526,19.18,college,86.1,001539_003035_69_204_003_FF_861.c3d,001539_003035_model.c3d
1539,3035,3035_3,92.5344,1.7526,19.18,college,85.2,001539_003035_69_204_004_FF_852.c3d,001539_003035_model.c3d
1539,3035,3035_4,92.5344,1.7526,19.18,college,86.7,001539_003035_69_204_005_FF_867.c3d,001539_003035_model.c3d
1539,3035,3035_5,92.5344,1.7526,19.18,college,85.3,001539_003035_69_204_007_FF_853.c3d,001539_003035_model.c3d
1685,3036,3036_1,90.72,1.8542,20.62,college,86.1,001685_003036_73_200_001_FF_861.c3d,001685_003036_model.c3d
1685,3036,3036_2,90.72,1.8542,20.62,college,86.4,001685_003036_73_200_002_FF_864.c3d,001685_003036_model.c3d
1685,3036,3036_3,90.72,1.8542,20.62,college,87.2,001685_003036_73_200_003_FF_872.c3d,001685_003036_model.c3d
1685,3036,3036_4,90.72,1.8542,20.62,college,87.6,001685_003036_73_200_004_FF_876.c3d,001685_003036_model.c3d
964,3037,3037_1,94.3488,1.8796,25.21,independent,89.5,000964_003037_74_208_003_FF_895.c3d,000964_003037_model.c3d
964,3037,3037_2,94.3488,1.8796,25.21,independent,88.7,000964_003037_74_208_004_FF_887.c3d,000964_003037_model.c3d
964,3037,3037_3,94.3488,1.8796,25.21,independent,88.9,000964_003037_74_208_006_FF_889.c3d,000964_003037_model.c3d
964,3037,3037_4,94.3488,1.8796,25.21,independent,88.8,000964_003037_74_208_008_FF_888.c3d,000964_003037_model.c3d
964,3037,3037_5,94.3488,1.8796,25.21,independent,88.6,000964_003037_74_208_009_FF_886.c3d,000964_003037_model.c3d
1688,3043,3043_1,107.0496,1.8288,21.4,college,87.9,001688_003043_72_236_004_FF_879.c3d,001688_003043_model.c3d
1688,3043,3043_2,107.0496,1.8288,21.4,college,86.9,001688_003043_72_236_005_FF_869.c3d,001688_003043_model.c3d
1688,3043,3043_3,107.0496,1.8288,21.4,college,87.0,001688_003043_72_236_006_FF_870.c3d,001688_003043_model.c3d
1688,3043,3043_4,107.0496,1.8288,21.4,college,87.5,001688_003043_72_236_008_FF_875.c3d,001688_003043_model.c3d
1688,3043,3043_5,107.0496,1.8288,21.4,college,86.9,001688_003043_72_236_009_FF_869.c3d,001688_003043_model.c3d
90,3044,3044_1,114.7608,1.8796,27.59,independent,87.1,000090_003044_74_253_002_FF_871.c3d,000090_003044_model.c3d
90,3044,3044_2,114.7608,1.8796,27.59,independent,87.3,000090_003044_74_253_003_FF_873.c3d,000090_003044_model.c3d
90,3044,3044_3,114.7608,1.8796,27.59,independent,87.8,000090_003044_74_253_004_FF_878.c3d,000090_003044_model.c3d
90,3044,3044_4,114.7608,1.8796,27.59,independent,87.8,000090_003044_74_253_005_FF_878.c3d,000090_003044_model.c3d
90,3044,3044_5,114.7608,1.8796,27.59,independent,87.8,000090_003044_74_253_006_FF_878.c3d,000090_003044_model.c3d
1689,3046,3046_1,78.9264,1.7526,22.71,college,82.1,001689_003046_69_174_002_FF_821.c3d,001689_003046_model.c3d
1689,3046,3046_2,78.9264,1.7526,22.71,college,81.9,001689_003046_69_174_004_FF_819.c3d,001689_003046_model.c3d
1689,3046,3046_3,78.9264,1.7526,22.71,college,81.7,001689_003046_69_174_005_FF_817.c3d,001689_003046_model.c3d
1689,3046,3046_4,78.9264,1.7526,22.71,college,82.3,001689_003046_69_174_006_FF_823.c3d,001689_003046_model.c3d
1543,3053,3053_1,93.8952,1.8542,20.77,college,81.4,001543_003053_73_207_002_FF_814.c3d,001543_003053_model.c3d
1543,3053,3053_2,93.8952,1.8542,20.77,college,81.4,001543_003053_73_207_003_FF_814.c3d,001543_003053_model.c3d
1543,3053,3053_3,93.8952,1.8542,20.77,college,81.6,001543_003053_73_207_004_FF_816.c3d,001543_003053_model.c3d
1543,3053,3053_4,93.8952,1.8542,20.77,college,81.3,001543_003053_73_207_005_FF_813.c3d,001543_003053_model.c3d
1543,3053,3053_5,93.8952,1.8542,20.77,college,80.9,001543_003053_73_207_006_FF_809.c3d,001543_003053_model.c3d
1692,3055,3055_1,93.4416,1.905,19.61,college,78.8,001692_003055_75_206_001_FF_788.c3d,001692_003055_model.c3d
1692,3055,3055_2,93.4416,1.905,19.61,college,78.5,001692_003055_75_206_003_FF_785.c3d,001692_003055_model.c3d
1692,3055,3055_3,93.4416,1.905,19.61,college,80.5,001692_003055_75_206_004_FF_805.c3d,001692_003055_model.c3d
1692,3055,3055_4,93.4416,1.905,19.61,college,79.3,001692_003055_75_206_005_FF_793.c3d,001692_003055_model.c3d
1692,3055,3055_5,93.4416,1.905,19.61,college,78.3,001692_003055_75_206_007_FF_783.c3d,001692_003055_model.c3d
675,3065,3065_1,82.5552,1.8288,22.04,college,89.2,000675_003065_72_182_003_FF_892.c3d,000675_003065_model.c3d
675,3065,3065_2,82.5552,1.8288,22.04,college,89.4,000675_003065_72_182_005_FF_894.c3d,000675_003065_model.c3d
675,3065,3065_3,82.5552,1.8288,22.04,college,88.9,000675_003065_72_182_006_FF_889.c3d,000675_003065_model.c3d
675,3065,3065_4,82.5552,1.8288,22.04,college,89.3,000675_003065_72_182_007_FF_893.c3d,000675_003065_model.c3d
675,3065,3065_5,82.5552,1.8288,22.04,college,89.1,000675_003065_72_182_009_FF_891.c3d,000675_003065_model.c3d
1002,3132,3132_1,97.9776,1.8288,25.07,college,92.4,001002_003132_72_216_001_FF_924.c3d,001002_003132_model.c3d
1002,3132,3132_2,97.9776,1.8288,25.07,college,92.2,001002_003132_72_216_002_FF_922.c3d,001002_003132_model.c3d
1002,3132,3132_3,97.9776,1.8288,25.07,college,92.1,001002_003132_72_216_003_FF_921.c3d,001002_003132_model.c3d
1002,3132,3132_4,97.9776,1.8288,25.07,college,91.8,001002_003132_72_216_005_FF_918.c3d,001002_003132_model.c3d
1002,3132,3132_5,97.9776,1.8288,25.07,college,91.9,001002_003132_72_216_009_FF_919.c3d,001002_003132_model.c3d
1737,3140,3140_1,83.916,1.7526,22.85,college,84.9,001737_003140_69_185_002_FF_849.c3d,001737_003140_model.c3d
1737,3140,3140_2,83.916,1.7526,22.85,college,84.5,001737_003140_69_185_003_FF_845.c3d,001737_003140_model.c3d
1737,3140,3140_3,83.916,1.7526,22.85,college,85.8,001737_003140_69_185_004_FF_858.c3d,001737_003140_model.c3d
1737,3140,3140_4,83.916,1.7526,22.85,college,84.3,001737_003140_69_185_005_FF_843.c3d,001737_003140_model.c3d
1737,3140,3140_5,83.916,1.7526,22.85,college,84.4,001737_003140_69_185_008_FF_844.c3d,001737_003140_model.c3d
1756,3172,3172_1,73.4832,1.8288,18.62,high_school,78.3,001756_003172_72_162_001_FF_783.c3d,001756_003172_model.c3d
1756,3172,3172_2,73.4832,1.8288,18.62,high_school,79.2,001756_003172_72_162_002_FF_792.c3d,001756_003172_model.c3d
1756,3172,3172_3,73.4832,1.8288,18.62,high_school,78.2,001756_003172_72_162_003_FF_782.c3d,001756_003172_model.c3d
1756,3172,3172_4,73.4832,1.8288,18.62,high_school,78.8,001756_003172_72_162_004_FF_788.c3d,001756_003172_model.c3d
1756,3172,3172_5,73.4832,1.8288,18.62,high_school,77.4,001756_003172_72_162_006_FF_774.c3d,001756_003172_model.c3d
572,3222,3222_1,87.5448,1.7018,24.1,college,77.8,000572_003222_67_193_002_FF_778.c3d,000572_003222_model.c3d
572,3222,3222_2,87.5448,1.7018,24.1,college,77.1,000572_003222_67_193_003_FF_771.c3d,000572_003222_model.c3d
572,3222,3222_3,87.5448,1.7018,24.1,college,77.9,000572_003222_67_193_004_FF_779.c3d,000572_003222_model.c3d
572,3222,3222_4,87.5448,1.7018,24.1,college,77.2,000572_003222_67_193_005_FF_772.c3d,000572_003222_model.c3d
572,3222,3222_5,87.5448,1.7018,24.1,college,78.1,000572_003222_67_193_006_FF_781.c3d,000572_003222_model.c3d
1706,3228,3228_1,93.8952,1.8542,25.16,milb,90.6,001706_003228_73_207_002_FF_906.c3d,001706_003228_model.c3d
1706,3228,3228_2,93.8952,1.8542,25.16,milb,91.1,001706_003228_73_207_003_FF_911.c3d,001706_003228_model.c3d
1706,3228,3228_3,93.8952,1.8542,25.16,milb,92.0,001706_003228_73_207_004_FF_920.c3d,001706_003228_model.c3d
1706,3228,3228_4,93.8952,1.8542,25.16,milb,90.6,001706_003228_73_207_006_FF_906.c3d,001706_003228_model.c3d
1706,3228,3228_5,93.8952,1.8542,25.16,milb,90.8,001706_003228_73_207_007_FF_908.c3d,001706_003228_model.c3d
1659,3232,3232_1,85.2768,1.8034,20.71,college,82.8,001659_003232_71_188_002_FF_828.c3d,001659_003232_model.c3d
1659,3232,3232_2,85.2768,1.8034,20.71,college,83.4,001659_003232_71_188_003_FF_834.c3d,001659_003232_model.c3d
1659,3232,3232_3,85.2768,1.8034,20.71,college,83.3,001659_003232_71_188_004_FF_833.c3d,001659_003232_model.c3d
1659,3232,3232_4,85.2768,1.8034,20.71,college,82.9,001659_003232_71_188_005_FF_829.c3d,001659_003232_model.c3d
1659,3232,3232_5,85.2768,1.8034,20.71,college,82.8,001659_003232_71_188_011_FF_828.c3d,001659_003232_model.c3d
1724,3233,3233_1,80.7408,1.905,18.9,college,85.7,001724_003233_75_178_001_FF_857.c3d,001724_003233_model.c3d
1724,3233,3233_2,80.7408,1.905,18.9,college,86.5,001724_003233_75_178_002_FF_865.c3d,001724_003233_model.c3d
1724,3233,3233_3,80.7408,1.905,18.9,college,85.1,001724_003233_75_178_003_FF_851.c3d,001724_003233_model.c3d
1724,3233,3233_4,80.7408,1.905,18.9,college,86.1,001724_003233_75_178_006_FF_861.c3d,001724_003233_model.c3d
1724,3233,3233_5,80.7408,1.905,18.9,college,85.8,001724_003233_75_178_008_FF_858.c3d,001724_003233_model.c3d
1605,3247,3247_1,87.9984,1.778,20.68,college,83.1,001605_003247_70_194_002_FF_831.c3d,001605_003247_model.c3d
1605,3247,3247_2,87.9984,1.778,20.68,college,84.7,001605_003247_70_194_003_FF_847.c3d,001605_003247_model.c3d
1605,3247,3247_3,87.9984,1.778,20.68,college,82.1,001605_003247_70_194_004_FF_821.c3d,001605_003247_model.c3d
1605,3247,3247_4,87.9984,1.778,20.68,college,84.6,001605_003247_70_194_005_FF_846.c3d,001605_003247_model.c3d
1605,3247,3247_5,87.9984,1.778,20.68,college,83.3,001605_003247_70_194_009_FF_833.c3d,001605_003247_model.c3d
1691,3248,3248_1,81.1944,1.8288,24.02,college,89.8,001691_003248_72_179_002_FF_898.c3d,001691_003248_model.c3d
1691,3248,3248_2,81.1944,1.8288,24.02,college,90.6,001691_003248_72_179_003_FF_906.c3d,001691_003248_model.c3d
1691,3248,3248_3,81.1944,1.8288,24.02,college,91.1,001691_003248_72_179_004_FF_911.c3d,001691_003248_model.c3d
1691,3248,3248_4,81.1944,1.8288,24.02,college,91.4,001691_003248_72_179_008_FF_914.c3d,001691_003248_model.c3d
1691,3248,3248_5,81.1944,1.8288,24.02,college,90.5,001691_003248_72_179_012_FF_905.c3d,001691_003248_model.c3d
782,3250,3250_1,83.4624,1.8796,23.13,milb,90.0,000782_003250_74_184_001_FF_900.c3d,000782_003250_model.c3d
782,3250,3250_2,83.4624,1.8796,23.13,milb,90.4,000782_003250_74_184_002_FF_904.c3d,000782_003250_model.c3d
782,3250,3250_3,83.4624,1.8796,23.13,milb,89.5,000782_003250_74_184_004_FF_895.c3d,000782_003250_model.c3d
782,3250,3250_4,83.4624,1.8796,23.13,milb,89.2,000782_003250_74_184_006_FF_892.c3d,000782_003250_model.c3d
870,3252,3252_1,88.452,1.8796,20.38,college,80.8,000870_003252_74_195_002_FF_808.c3d,000870_003252_model.c3d
870,3252,3252_2,88.452,1.8796,20.38,college,80.8,000870_003252_74_195_003_FF_808.c3d,000870_003252_model.c3d
870,3252,3252_3,88.452,1.8796,20.38,college,80.8,000870_003252_74_195_005_FF_808.c3d,000870_003252_model.c3d
870,3252,3252_4,88.452,1.8796,20.38,college,83.3,000870_003252_74_195_012_FF_833.c3d,000870_003252_model.c3d
870,3252,3252_5,88.452,1.8796,20.38,college,81.2,000870_003252_74_195_014_FF_812.c3d,000870_003252_model.c3d
